Season,OfficialID,Rank,RankInConference,RankInDivision,GamesPlayed,GamesBack,ScoreDiff,ScoreFor,ScoreAgainst,RankInWildcard,Streak,Last10,ClinchIndicator,ConferenceScoreFor,ConferenceScoreAgainst,DivisionScoreFor,DivisionScoreAgainst,City,Mascot,EarnedPoints,Wins,Losses,Ties,WinPct,OTWins,OTLosses,OTTies,ShootoutWins,ShootoutLosses,ConferenceWins,ConferenceLosses,ConferenceTies,ConferenceWinPct,DivisionWins,DivisionLosses,DivisionTies,DivisionWinPct,RoadEarnedPoints,RoadWins,RoadLosses,RoadTies,RoadWinPct,RoadOTWins,RoadOTLosses,RoadOTTies,RoadShootoutWins,RoadShootoutLosses,RoadConferenceWins,RoadConferenceLosses,RoadConferenceTies,RoadConferenceWinPct,RoadDivisionWins,RoadDivisionLosses,RoadDivisionTies,RoadDivisionWinPct,HomeEarnedPoints,HomeWins,HomeLosses,HomeTies,HomeWinPct,HomeOTWins,HomeOTLosses,HomeOTTies,HomeShootoutWins,HomeShootoutLosses,HomeConferenceWins,HomeConferenceLosses,HomeConferenceTies,HomeConferenceWinPct,HomeDivisionWins,HomeDivisionLosses,HomeDivisionTies,HomeDivisionWinPct,HockeyOTAndSOLosses,HockeyRegulationAndOTWins,HockeyRoadOTAndSOLosses,HockeyHomeOTAndSOLosses
2023,1,5,0,0,4,0.0,-19,57,76,0,,,,57,76,24,32,Arlington,Renegades,0,2,2,0,0.5,0,0,0,0,0,2,2,0,0.5,1,1,0,0.5,0,0,2,0,0.0,0,0,0,0,0,0,2,0,0.0,0,1,0,0.0,0,2,0,0,1.0,0,0,0,0,0,2,0,0,1.0,1,0,0,1.0,0,0,0,0
2023,8,1,0,0,4,0.0,36,106,70,0,,,,106,70,106,70,D.C.,Defenders,0,4,0,0,1.0,0,0,0,0,0,4,0,0,1.0,4,0,0,1.0,0,1,0,0,1.0,0,0,0,0,0,1,0,0,1.0,1,0,0,1.0,0,3,0,0,1.0,0,0,0,0,0,3,0,0,1.0,3,0,0,1.0,0,0,0,0
2023,2,2,0,0,5,0.0,60,136,76,0,,,,136,76,122,55,Houston,Roughnecks,0,4,1,0,0.8,0,0,0,0,0,4,1,0,0.8,4,0,0,1.0,0,1,1,0,0.5,0,0,0,0,0,1,1,0,0.5,1,0,0,1.0,0,3,0,0,1.0,0,0,0,0,0,3,0,0,1.0,3,0,0,1.0,0,0,0,0
2023,4,8,0,0,4,0.0,-68,49,117,0,,,,49,117,49,117,Orlando,Guardians,0,0,4,0,0.0,0,0,0,0,0,0,4,0,0.0,0,4,0,0.0,0,0,2,0,0.0,0,0,0,0,0,0,2,0,0.0,0,2,0,0.0,0,0,2,0,0.0,0,0,0,0,0,0,2,0,0.0,0,2,0,0.0,0,0,0,0
2023,3,6,0,0,4,0.0,-3,64,67,0,,,,64,67,43,34,San Antonio,Brahmas,0,1,3,0,0.25,0,0,0,0,0,1,3,0,0.25,1,1,0,0.5,0,1,2,0,0.3333333333333333,0,0,0,0,0,1,2,0,0.3333333333333333,1,1,0,0.5,0,0,1,0,0.0,0,0,0,0,0,0,1,0,0.0,0,0,0,NaN,0,0,0,0
2023,6,4,0,0,5,0.0,14,102,88,0,,,,102,88,66,68,Seattle,Sea Dragons,0,3,2,0,0.6,0,0,0,0,0,3,2,0,0.6,1,2,0,0.3333333333333333,0,1,1,0,0.5,0,0,0,0,0,1,1,0,0.5,1,1,0,0.5,0,2,1,0,0.6666666666666666,0,0,0,0,0,2,1,0,0.6666666666666666,0,1,0,0.0,0,0,0,0
2023,5,3,0,0,4,0.0,12,90,78,0,,,,90,78,48,52,St. Louis,Battlehawks,0,3,1,0,0.75,0,0,0,0,0,3,1,0,0.75,1,1,0,0.5,0,2,1,0,0.6666666666666666,0,0,0,0,0,2,1,0,0.6666666666666666,1,1,0,0.5,0,1,0,0,1.0,0,0,0,0,0,1,0,0,1.0,0,0,0,NaN,0,0,0,0
2023,7,7,0,0,4,0.0,-32,70,102,0,,,,70,102,50,80,Vegas,Vipers,0,0,4,0,0.0,0,0,0,0,0,0,4,0,0.0,0,3,0,0.0,0,0,2,0,0.0,0,0,0,0,0,0,2,0,0.0,0,1,0,0.0,0,0,2,0,0.0,0,0,0,0,0,0,2,0,0.0,0,2,0,0.0,0,0,0,0
