draft_year,draft_section,draft_section_name,overall_draft_pick,draft_section_pick,draft_section_round,draft_team_name,player_id,player_first_name,player_last_name,player_photo_url,player_position,player_last_team
2023,4,Offensive Line,325,61,41,Vegas Vipers,21730,Avery,Young,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Avery_Young_21730.png,OL,Auburn
2023,4,Offensive Line,326,62,41,Seattle Sea Dragons,21738,Tyrin,Arceneaux,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Tyrin_Arceneaux_21738.png,OL,West Georgia
2023,4,Offensive Line,327,63,41,Arlington Renegades,20496,Brian,Folkerts,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Brian_Folkerts_20496.png,OL,Washburn
2023,4,Offensive Line,328,64,41,Houston Roughnecks,21193,Dylan,Pasquali,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Dylan_Pasquali_21193.png,OL,Ferris St
2023,4,Offensive Line,329,65,42,Houston Roughnecks,21087,Alex,Mollette,,OL,Marshall
2023,4,Offensive Line,330,66,42,Arlington Renegades,20499,Keene,Forbes,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Keene_Forbes_20499.png,OL,Florida A&M
2023,4,Offensive Line,331,67,42,Seattle Sea Dragons,20947,Jovann,Letuli,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Jovann_Letuli_20947.png,OL,Akron
2023,4,Offensive Line,332,68,42,Vegas Vipers,20006,Tony,Adams,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Tony_Adams_20006.png,OL,North Carolina St
2023,4,Offensive Line,333,69,42,Orlando Guardians,21179,Shawn,Page,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Shawn_Page_21179.png,OL,Merrimack
2023,4,Offensive Line,334,70,42,San Antonio Brahmas,20754,Jonathan,Irizarry,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Jonathan_Irizarry_20754.png,OL,Mississippi Valley St
2023,4,Offensive Line,335,71,42,St. Louis Battlehawks,21165,Christian,Olmstead,,OL,Findlay
2023,4,Offensive Line,336,72,42,D.C. Defenders,20503,Liam,Fornadel,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Liam_Fornadel_20503.png,OL,James Madison
2023,4,Offensive Line,337,73,43,D.C. Defenders,4373,Pass,,,,
2023,4,Offensive Line,338,74,43,St. Louis Battlehawks,4374,Pass,,,,
2023,4,Offensive Line,339,75,43,San Antonio Brahmas,4375,Pass,,,,
2023,4,Offensive Line,340,76,43,Orlando Guardians,20384,Sunday,Deng,,OL,Northwestern Okla St
2023,4,Offensive Line,341,77,43,Vegas Vipers,20829,Tre,Johnson,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Tre_Johnson_20829.png,OL,Jackson St
2023,4,Offensive Line,342,78,43,Seattle Sea Dragons,4378,Pass,,,,
2023,4,Offensive Line,343,79,43,Arlington Renegades,4379,Pass,,,,
2023,4,Offensive Line,344,80,43,Houston Roughnecks,4380,Pass,,,,
2023,4,Offensive Line,345,81,44,Houston Roughnecks,4481,Pass,,,,
2023,4,Offensive Line,346,82,44,Arlington Renegades,4482,Pass,,,,
2023,4,Offensive Line,347,83,44,Seattle Sea Dragons,4483,Pass,,,,
2023,4,Offensive Line,348,84,44,Vegas Vipers,20522,Fernando,Frye,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Fernando_Frye_20522.png,OL,East Carolina
2023,4,Offensive Line,349,85,44,Orlando Guardians,4485,Pass,,,,
2023,4,Offensive Line,350,86,44,San Antonio Brahmas,4486,Pass,,,,
2023,4,Offensive Line,351,87,44,St. Louis Battlehawks,4487,Pass,,,,
2023,4,Offensive Line,352,88,44,D.C. Defenders,4488,Pass,,,,
2023,5,Specialists,353,1,45,Arlington Renegades,21359,Taylor,Russolino,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Taylor_Russolino_21359.png,PK,Millsaps
2023,5,Specialists,354,2,45,D.C. Defenders,21835,Daniel,Whelan,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Daniel_Whelan_21835.png,PT,Cal-Davis
2023,5,Specialists,355,3,45,St. Louis Battlehawks,20704,Sterling,Hofrichter,,PT,Syracuse
2023,5,Specialists,356,4,45,Vegas Vipers,21784,Michael,Carrizosa,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Michael_Carrizosa_21784.png,PT,San Jose St
2023,5,Specialists,357,5,45,Houston Roughnecks,20424,Hunter,Duplessis,,PK,TX-San Antonio
2023,5,Specialists,358,6,45,Orlando Guardians,21741,Jose,Borregales,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Jose_Borregales_21741.png,PK,Miami-Fl
2023,5,Specialists,359,7,45,San Antonio Brahmas,21499,Rex,Sunahara,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Rex_Sunahara_21499.png,LS,West Virginia
2023,5,Specialists,360,8,45,Seattle Sea Dragons,20486,Thomas,Fletcher,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Thomas_Fletcher_20486.png,LS,Alabama
2023,5,Specialists,361,9,46,Seattle Sea Dragons,21997,Cameron,Nizialek,,PT,Georgia
2023,5,Specialists,362,10,46,San Antonio Brahmas,21775,John Parker,Romo,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/John_Parker_Romo_21775.png,PK,Virginia Tech
2023,5,Specialists,363,11,46,Orlando Guardians,20063,Tommy,Auger,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Tommy_Auger_20063.png,LS,St. John's-MN
2023,5,Specialists,364,12,46,Houston Roughnecks,20885,Brian,Khoury,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Brian_Khoury_20885.png,LS,Carnegie-Mellon
2023,5,Specialists,365,13,46,Vegas Vipers,20076,Bailey,Giffen,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Giffen_Bailey_20076.png,K,Lamar
2023,5,Specialists,366,14,46,St. Louis Battlehawks,22008,Donald,Hageman,,PK,San Diego St
2023,5,Specialists,367,15,46,D.C. Defenders,20934,Erik,Lawson,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Erik_Lawson_20934.png,LS,East Carolina
2023,5,Specialists,368,16,46,Arlington Renegades,22000,Antonio,Ortiz,,LS,Texas Christian
2023,5,Specialists,369,17,47,Arlington Renegades,20891,Marquette,King,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Marquette_King_20891.png,PT,Fort Valley St
2023,5,Specialists,370,18,47,D.C. Defenders,21382,Jacob,Schum,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Jacob_Schum_21382.png,PT,Buffalo
2023,5,Specialists,371,19,47,St. Louis Battlehawks,21521,Billy,Taylor,,LS,Rutgers
2023,5,Specialists,372,20,47,Vegas Vipers,21794,Adam,Higuera,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Adam_Higuera_21794.png,LS,Tulsa
2023,5,Specialists,373,21,47,Houston Roughnecks,21248,Race,Porter,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Race_Porter_21248.png,PT,Washington
2023,5,Specialists,374,22,47,Orlando Guardians,20037,Andrew,Anckle,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Andrew_Anckle_20037.png,PT,McKendree
2023,5,Specialists,375,23,47,San Antonio Brahmas,21706,Brad,Wing,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Brad_Wing_21706.png,PT,Louisiana St
2023,5,Specialists,376,24,47,Seattle Sea Dragons,21354,Brandon,Ruiz,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Brandon_Ruiz_21354.png,PK,Mississippi St
